SalesOrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,TotalAmount
10043,2024-03-24,2194,1013,1757,5.43,9540.51
10044,2025-05-20,2428,1006,2537,3.94,9995.78
10045,2023-08-28,2311,1014,2832,5.57,15774.24
10046,2024-10-05,2391,1006,304,1.61,489.44
10047,2025-09-10,2449,1018,4112,4.24,17434.88
10048,2023-10-24,2482,1017,2985,1.14,3402.9
10049,2023-05-10,2090,1002,2774,5.53,15340.22
10050,2023-07-07,2138,1022,2827,3.9,11025.3
10051,2023-11-07,2483,1023,3869,5.53,21395.57
10052,2023-03-06,2247,1006,2454,3.98,9766.92
10053,2023-04-10,2433,1015,3961,3.32,13150.52
10054,2023-12-16,2112,1018,4389,6.02,26421.78
10055,2024-06-26,2347,1006,4781,3.73,17833.13
10056,2023-04-15,2153,1015,4114,4.75,19541.5
10057,2025-11-17,2494,1012,1052,0.86,904.72
10058,2024-11-14,2019,1016,1483,3.06,4537.98
10059,2024-10-26,2401,1005,811,1.86,1508.46
10060,2024-05-11,2476,1025,2492,1.97,4909.24
10061,2024-12-23,2385,1005,4378,2.7,11820.6
10062,2025-09-05,2169,1001,3050,1.25,3812.5
10063,2025-11-23,2009,1023,1031,3.76,3876.56
10064,2023-02-21,2300,1017,371,1.3,482.3
10065,2025-08-07,2359,1011,4014,1.41,5659.74
10066,2023-06-16,2315,1024,2639,4.27,11268.53
10067,2023-09-27,2097,1024,1943,4.14,8044.02
10068,2025-07-29,2288,1024,4198,5.95,24978.1
10069,2024-04-13,2460,1001,2104,2.94,6185.76
10070,2024-01-01,2101,1025,1728,2.17,3749.76
10071,2024-03-21,2390,1004,523,2.57,1344.11
10072,2025-03-25,2187,1015,3104,4.45,13812.8
10073,2024-12-01,2288,1012,1585,1.46,2314.1
10074,2024-05-18,2291,1023,4829,3.72,17963.88
10075,2024-08-30,2257,1011,3493,1.57,5484.01
10076,2025-07-22,2369,1014,3369,5.58,18799.02
10077,2025-08-27,2249,1022,199,4.68,931.32
10078,2024-04-16,2371,1022,4110,3.47,14261.7
10079,2025-05-16,2135,1019,1281,3.91,5008.71
10080,2024-05-29,2145,1020,3946,1.58,6234.68
10081,2025-03-02,2073,1019,2095,4.98,10433.1
10082,2025-10-11,2145,1011,4974,1.92,9550.08
10083,2025-05-28,2053,1001,666,2.65,1764.9
10084,2025-05-27,2067,1010,1260,6.41,8076.6
10085,2023-09-05,2055,1020,1115,4.4,4906.0
10086,2024-10-09,2480,1009,2799,3.54,9908.46
10087,2023-07-20,2243,1008,3777,4.02,15183.54
10088,2025-07-21,2193,1022,4921,4.01,19733.21
10089,2025-04-28,2131,1001,3543,3.54,12542.22
10090,2023-01-23,2418,1022,4795,2.55,12227.25
10091,2023-05-16,2005,1011,1994,0.69,1375.86
10092,2024-12-04,2071,1017,1938,1.76,3410.88
10093,2025-09-30,2117,1006,2798,1.32,3693.36
10094,2023-09-29,2208,1008,645,3.4,2193.0
10095,2023-07-10,2274,1018,3213,5.88,18892.44
10096,2023-07-26,2080,1003,311,3.54,1100.94
10097,2024-04-01,2209,1025,1074,1.76,1890.24
10098,2025-05-31,2128,1020,938,2.66,2495.08
10099,2024-07-10,2121,1007,3606,1.77,6382.62
10100,2023-08-29,2369,1020,198,1.89,374.22
10101,2025-11-30,2500,1002,1884,4.02,7573.68
10102,2023-10-05,2047,1013,3554,3.61,12829.94
10103,2023-08-07,2490,1012,3543,2.53,8963.79
10104,2024-07-30,2332,1017,3516,3.48,12235.68
10105,2025-04-29,2438,1017,354,2.3,814.2
10106,2023-12-24,2155,1001,3319,3.51,11649.69
10107,2025-01-25,2364,1004,4892,2.58,12621.36
10108,2023-10-12,2229,1001,4948,1.54,7619.92
10109,2024-12-07,2147,1023,3418,2.86,9775.48
10110,2023-12-29,2276,1006,1937,1.72,3331.64
10111,2024-12-24,2248,1022,4552,4.09,18617.68
10112,2024-02-06,2082,1024,3329,4.88,16245.52
10113,2023-05-05,2387,1015,2856,2.18,6226.08
10114,2023-12-08,2431,1003,2831,4.31,12201.61
10115,2025-01-19,2034,1016,731,0.29,211.99
10116,2025-10-28,2318,1008,2485,4.49,11157.65
10117,2025-09-15,2068,1021,637,0.7,445.9
10118,2025-08-08,2290,1010,4181,5.12,21406.72
10119,2025-07-15,2447,1004,3177,1.26,4003.02
10120,2023-04-16,2095,1014,1016,4.29,4358.64
10121,2024-05-02,2203,1025,2527,1.98,5003.46
10122,2025-03-17,2295,1005,590,2.0,1180.0
10123,2023-08-20,2375,1017,4798,2.75,13194.5
10124,2025-05-10,2353,1005,1507,2.99,4505.93
10125,2024-12-06,2244,1022,3077,3.8,11692.6
10126,2023-10-03,2382,1011,918,1.36,1248.48
10127,2024-08-12,2465,1006,2589,1.36,3521.04
10128,2025-11-25,2170,1016,4699,1.91,8975.09
10129,2023-08-03,2005,1013,4875,6.13,29883.75
10130,2025-10-14,2213,1004,2273,2.69,6114.37
10131,2025-10-02,2093,1001,4713,3.38,15929.94
10132,2023-12-31,2056,1025,3649,2.85,10399.65
10133,2023-05-23,2400,1008,652,5.22,3403.44
10134,2023-07-29,2096,1012,2712,0.71,1925.52
10135,2023-05-21,2225,1007,3897,2.93,11418.21
10136,2023-01-17,2093,1021,3772,1.91,7204.52
10137,2023-10-23,2116,1004,677,3.1,2098.7
10138,2025-12-26,2072,1024,2530,4.55,11511.5
10139,2025-05-15,2041,1025,2468,3.4,8391.2
10140,2024-07-08,2357,1013,951,4.28,4070.28
10141,2025-06-30,2238,1005,4458,1.09,4859.22
10142,2025-05-01,2319,1020,1181,2.87,3389.47
10143,2023-05-22,2188,1017,1397,2.24,3129.28
10144,2023-10-15,2033,1016,4929,3.11,15329.19
10145,2023-08-08,2296,1017,3374,3.63,12247.62
10146,2023-02-14,2280,1002,1265,4.68,5920.2
10147,2025-12-12,2250,1004,1545,2.51,3877.95
10148,2024-09-08,2419,1012,260,2.73,709.8
10149,2023-09-08,2002,1012,2025,2.86,5791.5
10150,2024-02-12,2389,1023,1635,5.41,8845.35
10151,2024-05-24,2362,1019,2768,4.62,12788.16
10152,2025-12-21,2428,1021,3185,1.76,5605.6
10153,2023-07-15,2023,1017,1801,2.61,4700.61
10154,2023-12-03,2152,1022,224,2.05,459.2
10155,2024-07-18,2062,1018,4250,5.58,23715.0
10156,2023-09-22,2296,1017,3761,3.25,12223.25
10157,2024-05-26,2021,1003,4756,4.89,23256.84
10158,2025-05-07,2474,1019,945,4.89,4621.05
10159,2023-01-31,2215,1005,2983,1.53,4563.99
10160,2024-04-03,2168,1010,3512,5.06,17770.72
10161,2025-12-16,2233,1013,2850,3.88,11058.0
10162,2025-04-02,2201,1014,3048,3.58,10911.84
10163,2023-01-27,2092,1015,2414,3.21,7748.94
10164,2023-04-07,2497,1005,4022,0.18,723.96
10165,2023-07-25,2229,1024,211,4.71,993.81
10166,2023-08-19,2275,1020,3462,1.81,6266.22
10167,2025-06-16,2134,1009,4998,4.27,21341.46
10168,2025-04-30,2294,1018,1976,4.64,9168.64
10169,2023-11-20,2159,1011,1256,1.66,2084.96
10170,2024-05-02,2327,1019,1430,4.71,6735.3
10171,2024-01-01,2204,1002,1396,5.1,7119.6
10172,2025-08-04,2112,1003,2937,5.84,17152.08
10173,2023-12-10,2020,1020,799,1.93,1542.07
10174,2025-12-17,2276,1021,2650,2.34,6201.0
10175,2025-03-10,2421,1003,1072,4.29,4598.88
10176,2023-01-29,2041,1003,252,3.41,859.32
10177,2024-06-30,2496,1004,4651,2.39,11115.89
10178,2025-05-21,2364,1015,917,3.38,3099.46
10179,2023-07-02,2176,1001,905,3.79,3429.95
10180,2024-09-24,2198,1012,245,2.84,695.8
10181,2024-07-20,2132,1007,541,0.4,216.4
10182,2024-05-06,2026,1012,2213,1.7,3762.1
10183,2024-11-09,2489,1006,499,3.4,1696.6
10184,2025-12-21,2094,1019,4530,4.86,22015.8
10185,2025-12-30,2099,1019,421,4.99,2100.79
10186,2025-03-21,2352,1011,4368,2.66,11618.88
10187,2025-02-24,2053,1024,4781,4.44,21227.64
10188,2024-01-16,2429,1005,1179,1.3,1532.7
10189,2025-11-20,2025,1009,4278,3.25,13903.5
10190,2025-12-28,2361,1007,3034,1.94,5885.96
10191,2025-12-12,2261,1015,858,2.2,1887.6
10192,2023-02-26,2023,1022,2764,3.85,10641.4
10193,2023-09-19,2219,1012,1070,0.92,984.4
10194,2023-01-01,2495,1021,858,0.1,85.8
10195,2023-09-28,2031,1022,842,2.74,2307.08
10196,2024-02-06,2215,1003,3486,4.94,17220.84
10197,2024-06-09,2350,1019,3971,3.48,13819.08
10198,2024-01-16,2217,1010,442,4.7,2077.4
10199,2025-03-29,2419,1022,708,4.3,3044.4
10200,2023-01-02,2019,1008,1235,2.84,3507.4
10201,2023-08-19,2045,1021,4584,1.51,6921.84
10202,2023-05-14,2042,1010,1285,5.36,6887.6
10203,2025-10-10,2495,1022,628,4.8,3014.4
10204,2023-07-14,2009,1008,1803,5.03,9069.09
10205,2024-11-30,2046,1008,4719,4.97,23453.43
10206,2025-12-31,2122,1006,3151,3.8,11973.8
10207,2023-03-05,2062,1006,768,1.28,983.04
10208,2024-01-01,2106,1004,1327,3.11,4126.97
10209,2025-11-08,2238,1001,4984,2.81,14005.04
10210,2024-12-21,2228,1025,2909,2.38,6923.42
10211,2025-12-02,2309,1003,386,6.29,2427.94
10212,2023-03-06,2330,1002,2265,3.96,8969.4
10213,2025-02-15,2360,1016,1520,1.03,1565.6
10214,2024-03-31,2061,1010,3649,6.07,22149.43
10215,2023-07-25,2214,1001,3410,2.8,9548.0
10216,2023-08-18,2306,1020,2526,3.83,9674.58
10217,2023-08-05,2379,1024,3808,4.63,17631.04
10218,2025-10-08,2190,1010,133,4.45,591.85
10219,2025-03-18,2373,1001,668,3.56,2378.08
10220,2024-01-23,2029,1003,483,4.85,2342.55
10221,2025-05-16,2462,1024,210,6.18,1297.8
10222,2025-09-05,2472,1004,2041,2.51,5122.91
10223,2024-09-28,2351,1024,2649,5.76,15258.24
10224,2023-11-14,2035,1021,2219,2.53,5614.07
10225,2025-09-09,2011,1011,1258,2.88,3623.04
10226,2025-04-27,2236,1007,3890,2.31,8985.9
10227,2023-11-26,2001,1021,4555,1.56,7105.8
10228,2023-08-25,2244,1008,1449,4.88,7071.12
10229,2025-12-25,2072,1022,2156,3.04,6554.24
10230,2025-11-13,2420,1002,2136,5.43,11598.48
10231,2024-07-13,2453,1005,1870,2.86,5348.2
10232,2024-07-18,2195,1002,4496,4.9,22030.4
10233,2025-10-06,2005,1003,1662,5.8,9639.6
10234,2025-06-28,2006,1011,4656,1.35,6285.6
10235,2024-10-02,2260,1012,961,2.79,2681.19
10236,2024-11-24,2265,1022,3610,3.57,12887.7
10237,2024-03-06,2379,1021,1636,1.18,1930.48
10238,2023-06-18,2109,1014,2779,3.29,9142.91
10239,2024-08-21,2083,1019,3824,4.58,17513.92
10240,2025-08-17,2278,1012,3302,1.68,5547.36
10241,2023-12-10,2324,1002,4249,3.6,15296.4
10242,2023-04-22,2124,1004,1949,1.22,2377.78
10243,2025-07-18,2001,1022,1524,3.27,4983.48
10244,2025-08-04,2458,1019,4489,4.61,20694.29
10245,2023-01-21,2109,1006,4853,1.68,8153.04
10246,2025-07-03,2464,1016,1859,1.73,3216.07
10247,2023-04-21,2240,1016,952,2.48,2360.96
10248,2025-02-22,2264,1022,2444,3.14,7674.16
10249,2024-10-07,2483,1012,923,1.55,1430.65
10250,2025-11-17,2402,1022,4489,3.65,16384.85
10251,2024-05-14,2498,1020,4968,4.14,20567.52
10252,2025-01-26,2091,1016,1009,2.87,2895.83
10253,2025-06-23,2149,1009,1433,3.71,5316.43
10254,2025-05-29,2101,1004,1695,3.22,5457.9
10255,2024-09-14,2428,1003,4353,4.39,19109.67
10256,2023-06-30,2395,1004,4747,2.06,9778.82
10257,2025-12-28,2418,1021,818,1.08,883.44
10258,2023-09-11,2137,1014,4975,4.11,20447.25
10259,2023-08-29,2088,1001,347,1.41,489.27
10260,2023-01-12,2044,1020,2605,2.51,6538.55
10261,2023-11-07,2169,1008,2412,5.0,12060.0
10262,2025-05-23,2155,1009,3275,4.72,15458.0
10263,2025-09-30,2050,1001,2400,3.48,8352.0
10264,2024-11-08,2177,1025,4127,3.85,15888.95
10265,2025-02-01,2173,1025,2620,3.14,8226.8
10266,2024-08-30,2190,1024,1804,4.81,8677.24
10267,2025-03-15,2318,1015,758,2.45,1857.1
10268,2024-09-16,2035,1010,2701,6.55,17691.55
10269,2023-06-19,2375,1007,2354,2.16,5084.64
10270,2025-01-19,2204,1020,2320,3.94,9140.8
10271,2024-09-12,2039,1016,4727,2.83,13377.41
10272,2025-01-07,2051,1004,3332,2.58,8596.56
10273,2023-03-25,2147,1009,2595,4.48,11625.6
10274,2025-01-18,2135,1017,3728,1.81,6747.68
10275,2023-06-04,2223,1022,4960,3.02,14979.2
10276,2023-09-27,2203,1022,3357,2.21,7418.97
10277,2023-02-09,2398,1020,2072,3.95,8184.4
10278,2023-12-03,2336,1001,3996,2.41,9630.36
10279,2025-10-12,2236,1012,3759,1.36,5112.24
10280,2025-01-26,2492,1011,3085,2.05,6324.25
10281,2024-04-05,2039,1022,4091,4.1,16773.1
10282,2023-03-07,2039,1009,2982,2.99,8916.18
10283,2023-12-18,2308,1007,2708,0.68,1841.44
10284,2025-02-12,2472,1014,1231,5.5,6770.5
10285,2025-11-02,2389,1022,3601,4.37,15736.37
10286,2024-05-14,2197,1014,1935,5.43,10507.05
10287,2023-10-01,2363,1013,3897,4.77,18588.69
10288,2023-02-22,2210,1003,1503,4.99,7499.97
10289,2023-10-26,2394,1001,4247,1.14,4841.58
10290,2024-11-21,2411,1025,4996,1.56,7793.76
10291,2023-12-19,2433,1004,4407,3.35,14763.45
10292,2025-04-28,2220,1006,879,1.42,1248.18
10293,2025-03-30,2056,1013,4680,3.75,17550.0
10294,2024-06-26,2257,1008,1727,3.81,6579.87
10295,2025-07-13,2085,1015,2694,3.79,10210.26
10296,2023-02-19,2279,1013,2946,4.63,13639.98
10297,2024-02-22,2129,1017,1091,1.6,1745.6
10298,2023-06-25,2403,1018,4001,4.37,17484.37
10299,2024-10-11,2296,1010,2937,5.99,17592.63
10300,2024-08-05,2248,1007,3780,2.93,11075.4
10301,2025-02-09,2487,1016,752,1.14,857.28
10302,2025-02-09,2398,1005,4721,0.64,3021.44
10303,2023-10-05,2277,1022,1178,3.03,3569.34
10304,2025-02-01,2272,1002,1563,4.39,6861.57
10305,2025-03-24,2118,1023,4654,5.57,25922.78
10306,2024-11-03,2463,1011,1527,1.74,2656.98
10307,2023-12-14,2067,1021,1849,1.45,2681.05
10308,2024-12-23,2109,1010,384,5.03,1931.52
10309,2025-09-25,2065,1019,4587,3.82,17522.34
10310,2025-12-19,2400,1008,3609,3.83,13822.47
10311,2023-04-23,2118,1018,4865,4.08,19849.2
10312,2023-06-03,2424,1010,1030,3.93,4047.9
10313,2024-10-17,2462,1024,1292,5.98,7726.16
10314,2025-01-23,2466,1016,4857,2.41,11705.37
10315,2025-09-27,2373,1007,3697,3.01,11127.97
10316,2025-08-05,2143,1020,2492,2.69,6703.48
10317,2024-09-30,2424,1002,4280,4.51,19302.8
10318,2023-01-14,2286,1003,2304,3.89,8962.56
10319,2025-02-13,2056,1025,2452,2.07,5075.64
10320,2024-04-07,2297,1003,1111,4.72,5243.92
10321,2023-05-02,2402,1019,4994,4.96,24770.24
10322,2025-03-11,2214,1004,4261,2.57,10950.77
10323,2023-05-31,2184,1016,2708,1.32,3574.56
10324,2023-06-24,2139,1024,3942,3.27,12890.34
10325,2024-11-02,2302,1011,4386,1.59,6973.74
10326,2025-10-12,2328,1023,2586,5.71,14766.06
10327,2023-05-21,2143,1024,161,4.96,798.56
10328,2024-07-26,2131,1003,836,6.15,5141.4
10329,2023-07-15,2057,1007,3493,1.01,3527.93
10330,2025-04-12,2462,1025,1698,3.13,5314.74
10331,2023-01-18,2123,1018,2804,4.9,13739.6
10332,2024-10-07,2181,1009,4776,3.89,18578.64
10333,2024-10-31,2255,1002,773,6.19,4784.87
10334,2024-07-28,2205,1017,2045,0.8,1636.0
10335,2025-07-24,2121,1022,1171,3.42,4004.82
10336,2023-11-25,2181,1015,467,2.93,1368.31
10337,2025-07-07,2162,1017,251,2.55,640.05
10338,2023-09-13,2211,1015,4211,4.32,18191.52
10339,2023-08-24,2408,1021,2972,2.07,6152.04
10340,2023-10-21,2268,1022,1633,2.66,4343.78
10341,2025-11-09,2205,1019,3279,3.64,11935.56
10342,2023-07-14,2158,1004,123,3.08,378.84
10343,2023-12-15,2067,1021,2830,2.4,6792.0
10344,2023-10-19,2427,1015,3716,3.6,13377.6
10345,2024-08-31,2418,1018,3314,3.44,11400.16
10346,2025-01-21,2086,1022,3596,1.97,7084.12
10347,2024-02-05,2117,1011,2021,1.33,2687.93
10348,2025-08-25,2369,1013,3527,3.8,13402.6
10349,2023-04-02,2282,1023,126,3.41,429.66
10350,2023-06-09,2165,1023,2340,2.84,6645.6
10351,2025-10-26,2122,1025,3724,1.47,5474.28
10352,2023-02-05,2158,1014,1756,4.32,7585.92
10353,2023-11-30,2097,1010,4317,4.77,20592.09
10354,2023-01-10,2008,1009,2053,3.13,6425.89
10355,2023-06-18,2418,1020,838,3.86,3234.68
10356,2023-07-01,2084,1008,1672,3.57,5969.04
10357,2023-10-31,2276,1023,2216,4.91,10880.56
10358,2023-04-08,2456,1011,2540,2.81,7137.4
10359,2024-07-20,2278,1017,657,3.52,2312.64
10360,2023-12-04,2134,1015,3398,3.23,10975.54
10361,2024-01-05,2412,1018,3331,5.74,19119.94
10362,2025-04-10,2136,1013,293,4.47,1309.71
10363,2024-01-18,2142,1019,1528,3.16,4828.48
10364,2025-12-30,2494,1020,4872,1.81,8818.32
10365,2023-12-05,2318,1017,663,1.37,908.31
10366,2025-11-11,2053,1023,2354,5.31,12499.74
10367,2023-12-15,2367,1009,3494,5.26,18378.44
10368,2023-08-27,2118,1003,3968,4.9,19443.2
10369,2024-01-19,2372,1023,2941,4.24,12469.84
10370,2023-12-03,2063,1002,1865,4.83,9007.95
10371,2025-07-27,2321,1020,1057,4.51,4767.07
10372,2023-12-26,2331,1021,4510,0.31,1398.1
10373,2025-03-03,2448,1022,641,2.1,1346.1
10374,2023-12-25,2137,1014,4694,5.58,26192.52
10375,2025-04-12,2166,1019,232,4.47,1037.04
10376,2024-09-11,2402,1015,2414,4.89,11804.46
10377,2023-05-02,2284,1015,1729,4.64,8022.56
10378,2024-06-30,2241,1009,3335,2.88,9604.8
10379,2024-12-17,2270,1003,1384,4.92,6809.28
10380,2025-03-31,2278,1023,3932,4.01,15767.32
10381,2025-03-17,2494,1005,1626,0.6,975.6
10382,2024-06-14,2047,1011,2518,0.67,1687.06
10383,2023-01-28,2262,1019,1962,5.25,10300.5
10384,2024-04-20,2198,1008,3823,4.82,18426.86
10385,2024-05-10,2364,1002,3374,4.46,15048.04
10386,2024-01-04,2138,1015,2760,4.54,12530.4
10387,2024-04-09,2327,1013,2410,3.93,9471.3
10388,2025-01-27,2045,1012,1299,2.46,3195.54
10389,2024-11-11,2163,1006,101,1.27,128.27
10390,2025-11-09,2351,1023,235,4.72,1109.2
10391,2025-02-03,2426,1010,915,5.09,4657.35
10392,2023-02-13,2238,1003,356,5.64,2007.84
10393,2024-12-12,2241,1014,4709,4.33,20389.97
10394,2025-08-07,2431,1008,2351,4.29,10085.79
10395,2024-09-11,2322,1015,2718,3.32,9023.76
10396,2024-05-29,2462,1006,4483,2.9,13000.7
10397,2025-05-03,2038,1004,2431,1.49,3622.19
10398,2025-05-21,2406,1015,1635,2.08,3400.8
10399,2025-10-15,2293,1023,3052,2.86,8728.72
10400,2024-10-25,2026,1007,4546,2.04,9273.84
10401,2024-08-22,2065,1003,4544,6.16,27991.04
10402,2024-12-02,2028,1010,1088,6.43,6995.84
10403,2024-09-09,2469,1009,776,3.47,2692.72
10404,2025-05-15,2496,1005,4346,0.98,4259.08
10405,2025-08-27,2232,1005,3201,2.25,7202.25
10406,2024-07-04,2278,1012,1841,2.68,4933.88
10407,2023-02-28,2335,1005,1860,2.36,4389.6
10408,2023-07-28,2395,1024,3955,5.63,22266.65
10409,2025-05-02,2005,1017,508,2.93,1488.44
10410,2025-05-25,2417,1012,2707,2.9,7850.3
10411,2023-04-30,2195,1020,1982,4.03,7987.46
10412,2024-03-15,2109,1002,133,4.02,534.66
10413,2025-01-22,2456,1015,3566,4.98,17758.68
10414,2025-06-11,2157,1018,4210,4.54,19113.4
10415,2023-11-09,2084,1024,4656,5.93,27610.08
10416,2025-03-12,2466,1016,4790,0.52,2490.8
10417,2024-09-08,2011,1005,3551,1.96,6959.96
10418,2023-09-19,2389,1011,2253,2.05,4618.65
10419,2024-08-26,2245,1018,3811,4.22,16082.42
10420,2024-12-29,2201,1019,2400,5.77,13848.0
10421,2023-07-04,2425,1015,4458,2.53,11278.74
10422,2023-04-05,2066,1008,3204,5.42,17365.68
10423,2023-04-23,2272,1007,3330,2.38,7925.4
10424,2025-01-24,2052,1016,2941,0.66,1941.06
10425,2023-07-28,2164,1010,4369,3.84,16776.96
10426,2023-12-06,2269,1016,631,1.55,978.05
10427,2024-12-10,2322,1010,3824,3.77,14416.48
10428,2025-02-17,2164,1001,968,3.61,3494.48
10429,2025-01-08,2371,1015,4253,2.68,11398.04
10430,2024-05-22,2497,1015,3297,4.32,14243.04
10431,2025-09-19,2159,1006,347,1.95,676.65
10432,2025-10-28,2325,1003,1487,3.41,5070.67
10433,2023-12-26,2140,1020,3730,2.95,11003.5
10434,2023-06-26,2463,1011,1176,0.98,1152.48
10435,2024-05-24,2486,1009,2513,3.56,8946.28
10436,2025-03-27,2454,1025,1115,2.62,2921.3
10437,2024-05-26,2367,1012,2920,2.32,6774.4
10438,2025-09-13,2022,1011,3291,0.66,2172.06
10439,2023-04-12,2329,1020,1190,2.77,3296.3
10440,2025-07-23,2326,1006,2993,1.92,5746.56
10441,2025-04-12,2210,1009,753,4.09,3079.77
10442,2025-06-07,2026,1024,2480,3.68,9126.4
10443,2023-06-08,2281,1003,532,5.9,3138.8
10444,2024-08-14,2284,1002,1896,4.82,9138.72
10445,2025-01-19,2220,1006,4927,1.4,6897.8
10446,2024-10-19,2113,1002,3487,6.34,22107.58
10447,2025-05-11,2349,1006,2269,2.25,5105.25
10448,2023-09-24,2423,1015,3808,4.76,18126.08
10449,2025-05-27,2149,1018,2928,3.82,11184.96
10450,2024-10-12,2497,1009,4460,4.9,21854.0
10451,2024-10-13,2016,1004,3002,3.69,11077.38
10452,2025-07-21,2115,1004,2825,1.83,5169.75
10453,2024-09-03,2018,1016,554,2.41,1335.14
10454,2025-10-22,2034,1017,4518,2.46,11114.28
10455,2023-05-04,2394,1025,1926,3.57,6875.82
10456,2024-05-27,2319,1023,356,5.49,1954.44
10457,2024-07-12,2338,1007,4974,1.76,8754.24
10458,2025-11-26,2431,1014,2616,2.94,7691.04
10459,2024-09-15,2283,1016,3353,1.38,4627.14
10460,2025-12-07,2491,1024,4757,4.09,19456.13
10461,2024-04-04,2186,1015,403,3.79,1527.37
10462,2024-12-22,2423,1012,1641,1.45,2379.45
10463,2023-10-14,2297,1005,2145,2.43,5212.35
10464,2023-12-16,2335,1011,3620,0.75,2715.0
10465,2023-08-18,2292,1012,4927,1.09,5370.43
10466,2025-05-26,2198,1013,2881,5.4,15557.4
10467,2024-06-24,2283,1013,3600,5.88,21168.0
10468,2023-06-14,2200,1003,1753,5.79,10149.87
10469,2024-03-03,2480,1021,3050,1.27,3873.5
10470,2025-02-23,2027,1025,4689,2.94,13785.66
10471,2023-01-31,2078,1010,3433,6.23,21387.59
10472,2024-04-21,2475,1007,2693,0.62,1669.66
10473,2023-10-29,2320,1025,2236,2.95,6596.2
10474,2025-10-06,2156,1020,2003,2.57,5147.71
10475,2024-02-21,2208,1006,2402,2.75,6605.5
10476,2024-02-22,2336,1003,3483,5.93,20654.19
10477,2024-11-23,2114,1025,995,2.23,2218.85
10478,2025-05-12,2181,1007,3883,1.7,6601.1
10479,2025-06-14,2049,1005,972,0.69,670.68
10480,2024-12-01,2008,1022,4372,3.97,17356.84
10481,2024-11-16,2168,1002,1953,4.02,7851.06
10482,2023-08-23,2297,1003,1904,3.59,6835.36
10483,2023-08-23,2459,1025,3317,2.7,8955.9
10484,2024-05-24,2051,1006,1827,3.16,5773.32
10485,2024-06-02,2019,1021,2331,0.28,652.68
10486,2023-07-15,2207,1003,3013,5.48,16511.24
10487,2024-04-27,2411,1005,492,1.73,851.16
10488,2025-12-21,2389,1003,4222,3.57,15072.54
10489,2025-12-13,2234,1025,2071,3.71,7683.41
10490,2025-09-30,2433,1009,4446,4.31,19162.26
10491,2024-11-25,2023,1011,1062,0.89,945.18
10492,2023-10-20,2320,1019,2535,3.2,8112.0
10493,2025-02-24,2492,1018,4530,3.93,17802.9
10494,2024-05-14,2050,1008,295,4.55,1342.25
10495,2023-11-27,2213,1001,187,2.34,437.58
10496,2024-01-11,2262,1005,2027,2.16,4378.32
10497,2025-06-20,2043,1015,1009,2.11,2128.99
10498,2025-11-22,2279,1021,1154,1.45,1673.3
10499,2025-04-22,2213,1001,1035,2.6,2691.0
10500,2024-07-06,2010,1004,439,2.15,943.85
10501,2025-08-26,2378,1010,1162,5.17,6007.54
